complaint_id,complaint_title,complaint_description,source,sector_id,category,sub_category,priority,urgency_score,created_at,resolved_at,status,resolution_time_days,assigned_department,assigned_officer,citizen_satisfaction,latitude,longitude,resolution_notes
GRV-2025-00082,Large pothole causing accidents in Sector 25,The Pothole near Sector 26 chowk has been unattended for 14 days. Please take immediate action.,Email,SEC-25,Roads,Pothole,P4-Low,0.18,2025-03-16T14:03:51,2025-04-22T23:03:51,Resolved,37,MCC Engineering Department,Jagtar Singh,4,30.779968,76.817918,Pothole filled with bitumen
GRV-2025-00083,Construction Noise issue in Sector 20,Firecrackers are being burst in Sector 20 every night despite the ban. Action needed.,Web Portal,SEC-20,Noise Pollution,Construction Noise,P3-Medium,0.34,2025-11-13T17:58:37,2025-11-17T05:58:37,Resolved,3,Chandigarh Police,HC Jaswinder Kumar,5,30.745089,76.785049,Complaint registered
GRV-2025-00084,No Sweeping issue in Manimajra,The area near Manimajra Phase A park has become an illegal garbage dump point. Please take immediate action as the situation is worsening.,Mobile App,MNJ,Garbage/Sanitation,No Sweeping,P1-Critical,0.9,2025-06-11T12:51:08,2025-06-14T00:51:08,Resolved,2,MCC Public Health Department,Sandeep Verma,5,30.767543,76.765887,Dustbin replaced
GRV-2025-00085,Signal Not Working issue in Sector 15,Wrong-side driving is rampant near Sector 15 market. No traffic police present.,Voice Call,SEC-15,Traffic,Signal Not Working,P4-Low,0.09,2025-04-22T11:46:27,,Pending,,Traffic Police Chandigarh,Const. Suresh Pal,,30.763347,76.816853,
GRV-2025-00086,Meter Tampered issue in Sector 15,The transformer near government school in Sector 15 is sparking and making loud noise. Dangerous situation.,Voice Call,SEC-15,Electricity,Meter Tampered,P1-Critical,0.95,2026-02-23T18:54:49,,In Progress,,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,,30.777215,76.742591,
GRV-2025-00087,Donkey on Road issue in Sector 22,Donkeys abandoned near Sector 22 Phase C are blocking the lane and eating household garbage.,Mobile App,SEC-22,Stray Animals,Donkey on Road,P4-Low,0.05,2026-02-10T08:52:45,2026-03-10T16:52:45,Resolved,28,Social Welfare Department Chandigarh,Baldev Singh,3,30.719963,76.745424,"Dog squad deployed, animals shifted to shelter"
GRV-2025-00088,Speed breaker missing near school in Sector 51,"There is a large Speed Breaker Missing near house no. 149, Sector 51. This is causing public inconvenience. Please repair urgently.",Web Portal,SEC-51,Roads,Speed Breaker Missing,P1-Critical,0.91,2025-04-22T21:50:55,,In Progress,,MCC Engineering Department,Er. Harpreet Singh,,30.746244,76.800659,
GRV-2025-00089,Transformer Fault issue in Sector 15,Power supply is tripping every few hours in Sector 15 Phase A. Appliances are getting damaged.,Voice Call,SEC-15,Electricity,Transformer Fault,P2-High,0.59,2025-06-28T08:35:57,,Pending,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.778243,76.767036,
GRV-2025-00090,Flyover structure showing damage in Dhanas,"There is a large Flyover Damage near house no. 541, Dhanas. Multiple neighbors have also complained. Please repair urgently.",Web Portal,DHN,Roads,Flyover Damage,P3-Medium,0.54,2025-08-06T14:42:18,2025-08-18T18:42:18,Resolved,12,MCC Engineering Department,Er. Parveen Kumar,1,30.745742,76.807188,Repaired using hot-mix patching
GRV-2025-00091,"Broken footpath, risk to pedestrians in Sector 7","There is a large Broken Footpath near house no. 537, Sector 7. Multiple neighbors have also complained. Please repair urgently.",Mobile App,SEC-07,Roads,Broken Footpath,P4-Low,0.19,2026-03-08T21:54:07,2026-03-20T18:00:00,Resolved,26,MCC Engineering Department,Jagtar Singh,3,30.752883,76.747291,Footpath relaid
GRV-2025-00092,Effluent in Park issue in Sector 26,Sewage water is flowing onto the main road of Sector 26 due to overflowing drains. Vehicles are splashing it.,Voice Call,SEC-26,Sewerage,Effluent in Park,P3-Medium,0.51,2025-09-08T10:48:44,2025-09-14T12:48:44,Resolved,6,MCC Public Health Department,Paramjit Kaur,3,30.743316,76.817656,Pipe replaced
GRV-2025-00093,Dead Animal Not Removed issue in Sector 18,The garbage collection vehicle has not come to Sector 18 for 8 days. Waste is piling up at the corner.,Voice Call,SEC-18,Garbage/Sanitation,Dead Animal Not Removed,P4-Low,0.09,2025-06-28T07:32:36,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.772036,76.804036,
GRV-2025-00094,Drain Needs Cleaning issue in Sector 15,The sewage smell from the drain near Sector 15 Phase B is affecting the entire neighborhood.,Mobile App,SEC-15,Sewerage,Drain Needs Cleaning,P4-Low,0.3,2025-09-21T14:20:58,,Pending,,MCC Public Health Department,Gurmail Singh,,30.758168,76.804587,
GRV-2025-00095,Choked Drain issue in Sector 26,A manhole cover is missing near the school in Sector 26. Children are at risk of falling.,Mobile App,SEC-26,Sewerage,Choked Drain,P4-Low,0.12,2025-05-17T09:59:06,2025-06-29T11:59:06,Resolved,43,MCC Public Health Department,Amarjit Kaur,5,30.770411,76.810231,Manhole cover placed
GRV-2025-00096,Dirty Water issue in Sector 26,"There is no water connection in our newly allotted house at Sector 26. Applied 9 days ago, no action.",Mobile App,SEC-26,Water Supply,Dirty Water,P2-High,0.77,2025-06-12T13:03:47,2025-06-16T18:03:47,Resolved,4,MCC Public Health Department,Sandeep Verma,1,30.765391,76.764244,Tanker dispatched
GRV-2025-00097,Dirty Water issue in Manimajra,The water supply in Manimajra Phase C area is completely disrupted. Over 3 families are affected.,Voice Call,MNJ,Water Supply,Dirty Water,P2-High,0.7,2025-04-20T20:13:58,2025-04-28T03:13:58,Resolved,7,MCC Public Health Department,Sandeep Verma,3,30.74132,76.769913,Connection restored
GRV-2025-00098,Power Cut issue in Sector 35,Power supply is tripping every few hours in Sector 35 Phase B. Appliances are getting damaged.,Mobile App,SEC-35,Electricity,Power Cut,P2-High,0.77,2025-05-18T07:15:02,2025-05-22T08:15:02,Resolved,4,CPDL / Chandigarh Electricity Department,Rajesh Pal,4,30.721918,76.805881,Cable repaired
GRV-2025-00099,Rash Driving issue in Sector 26,Overspeeding vehicles on the straight road of Sector 26 have caused 4 accidents this month.,Mobile App,SEC-26,Traffic,Rash Driving,P3-Medium,0.34,2026-02-07T08:18:01,,Pending,,Traffic Police Chandigarh,Insp. Daljit Singh,,30.730925,76.753033,
GRV-2025-00100,Water Logging issue in Sector 50,"A major pipeline has burst near bank branch in Sector 50, causing water wastage and road damage.",Mobile App,SEC-50,Water Supply,Water Logging,P3-Medium,0.53,2025-08-31T06:14:16,2025-09-12T18:14:16,Resolved,12,MCC Public Health Department,Paramjit Kaur,4,30.733905,76.770118,Connection restored
GRV-2025-00101,Bin Not Emptied issue in Sector 31,No sweeping has been done in Sector 31 lane E for over a week. The area is filthy.,Email,SEC-31,Garbage/Sanitation,Bin Not Emptied,P4-Low,0.19,2025-09-12T15:43:06,2025-10-19T17:43:06,Resolved,37,MCC Public Health Department,Raju Kumar,5,30.751248,76.808919,Regular sweeping resumed
GRV-2025-00102,Dog Attack issue in Sector 42,"A dog bit my child near house 253, Sector 42. The dog is still roaming the area.",Web Portal,SEC-42,Stray Animals,Dog Attack,P3-Medium,0.48,2025-12-20T15:16:58,2026-01-05T22:16:58,Resolved,16,Social Welfare Department Chandigarh,Anita Rani,4,30.746642,76.81958,Anti-rabies drive conducted
GRV-2025-00103,No Sweeping issue in Sector 23,No sanitation worker has been assigned to our lane in Sector 23 for 12 days despite repeated calls to the helpline.,WhatsApp,SEC-23,Garbage/Sanitation,No Sweeping,P4-Low,0.03,2025-04-18T14:46:51,,Pending,,MCC Public Health Department,Paramjit Kaur,,30.744723,76.81301,
GRV-2025-00104,Stray Animals Near School issue in Sector 42,"A dog bit my child near house 463, Sector 42. The dog is still roaming the area.",Mobile App,SEC-42,Stray Animals,Stray Animals Near School,P3-Medium,0.45,2025-11-07T09:30:03,,Pending,,Social Welfare Department Chandigarh,Preeti Sharma,,30.769311,76.786686,
GRV-2025-00105,Flyover structure showing damage in Sector 10,Flyover Damage has developed near the main market of Sector 10. It is creating problems for daily commuters and shopkeepers.,Web Portal,SEC-10,Roads,Flyover Damage,P3-Medium,0.39,2026-03-13T20:09:20,2026-03-20T18:00:00,Resolved,8,MCC Engineering Department,Er. Parveen Kumar,3,30.778931,76.765073,Footpath relaid
GRV-2025-00106,Streetlight Not Working issue in Sector 1,There are no streetlights in the inner lane of Sector 1. Women feel unsafe walking there at night.,Voice Call,SEC-01,Streetlights,Streetlight Not Working,P3-Medium,0.41,2025-08-12T19:30:24,2025-08-15T20:30:24,Resolved,3,CPDL / Chandigarh Electricity Department,SDO Pankaj,3,30.729848,76.741126,New LED light installed
GRV-2025-00107,Sewage on Road issue in Sector 47,Sewer line has burst in lane B of Sector 47. Sewage water is entering homes.,Voice Call,SEC-47,Sewerage,Sewage on Road,P3-Medium,0.33,2025-08-26T15:10:04,2025-08-30T20:10:04,Resolved,4,MCC Public Health Department,Amarjit Kaur,3,30.741623,76.781929,Manhole cover placed
GRV-2025-00108,Traffic Jam issue in Grain Market,There is no zebra crossing near the school in Grain Market. Accidents involving students have been reported.,Mobile App,GRM,Traffic,Traffic Jam,P4-Low,0.07,2026-03-14T12:46:01,2026-03-20T18:00:00,Resolved,44,Traffic Police Chandigarh,Const. Suresh Pal,2,30.756889,76.80337,Additional traffic constable deployed
GRV-2025-00109,Burst Pipe issue in Timber Market,Residents of Timber Market have been complaining about contaminated water for a week. This has been reported before but no action was taken.,Web Portal,TMK,Water Supply,Burst Pipe,P3-Medium,0.4,2025-06-21T14:30:44,2025-06-28T18:30:44,Resolved,7,MCC Public Health Department,Raju Kumar,4,30.700744,76.77367,Connection restored
GRV-2025-00110,All Lights Off issue in Sector 43,More than half the streetlights in Sector 43 are non-functional. The entire area feels unsafe after sunset.,Mobile App,SEC-43,Streetlights,All Lights Off,P4-Low,0.24,2025-09-08T12:49:16,,In Progress,,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,,30.76652,76.81785,
GRV-2025-00111,Waterlogging on main road in Sector 44,A serious Waterlogging on Road issue exists on the road connecting Sector 44 to the adjoining sector. Heavy traffic passes through here daily.,Email,SEC-44,Roads,Waterlogging on Road,P3-Medium,0.3,2025-09-30T09:53:36,2025-10-18T12:53:36,Resolved,18,MCC Engineering Department,Er. Parveen Kumar,4,30.706004,76.797886,Repaired using hot-mix patching
GRV-2025-00112,Parking Chaos issue in Sector 41,Rash driving by youngsters in Sector 41 Phase A at night is causing fear among residents.,Web Portal,SEC-41,Traffic,Parking Chaos,P3-Medium,0.5,2025-06-29T09:06:54,2025-07-03T10:06:54,Resolved,4,Traffic Police Chandigarh,Const. Suresh Pal,4,30.713641,76.768602,Additional traffic constable deployed
GRV-2025-00113,Missing manhole cover on road in Sector 40,The road in front of gurudwara in Sector 40 has a Missing Manhole Cover. Vehicles are getting damaged. Immediate action required.,Web Portal,SEC-40,Roads,Missing Manhole Cover,P2-High,0.72,2025-08-21T19:41:56,2025-08-28T22:41:56,Resolved,7,MCC Engineering Department,Jagtar Singh,2,30.758113,76.818526,Repaired using hot-mix patching
GRV-2025-00114,Contaminated Water issue in Sector 12,"There is no water connection in our newly allotted house at Sector 12. Applied 14 days ago, no action.",Email,SEC-12,Water Supply,Contaminated Water,P1-Critical,0.9,2025-07-12T19:28:02,,Escalated,,MCC Public Health Department,Sandeep Verma,,30.705067,76.792398,
GRV-2025-00115,Stray Dog Menace issue in Sector 44,Donkeys abandoned near Sector 44 Phase A are blocking the lane and eating household garbage.,Mobile App,SEC-44,Stray Animals,Stray Dog Menace,P3-Medium,0.47,2025-12-17T10:53:52,2026-01-06T20:53:52,Resolved,20,Social Welfare Department Chandigarh,Baldev Singh,1,30.77475,76.780445,"Dog squad deployed, animals shifted to shelter"
GRV-2025-00116,Open Defecation issue in Industrial Area Phase I,The public toilet in Industrial Area Phase I Phase B has been locked for 14 days. Residents are suffering.,Mobile App,IND-1,Public Toilet,Open Defecation,P4-Low,0.19,2025-08-02T13:05:29,2025-09-06T23:05:29,Resolved,35,MCC Public Health Department,Sandeep Verma,2,30.739876,76.765285,Door repaired
GRV-2025-00117,Illegal Connection issue in Sector 46,Power supply is tripping every few hours in Sector 46 Phase A. Appliances are getting damaged.,Web Portal,SEC-46,Electricity,Illegal Connection,P3-Medium,0.54,2025-06-25T07:52:14,,Pending,,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,,30.767545,76.766558,
GRV-2025-00118,Water Logging issue in Sector 38,The water supply in Sector 38 Phase A area is completely disrupted. Over 5 families are affected.,Mobile App,SEC-38,Water Supply,Water Logging,P3-Medium,0.39,2025-08-23T15:35:33,,Pending,,MCC Public Health Department,Sandeep Verma,,30.729911,76.748506,
GRV-2025-00119,"Broken footpath, risk to pedestrians in Sector 35","After the last rain, the Broken Footpath near community centre in Sector 35 has worsened. Multiple vehicles have been damaged.",Web Portal,SEC-35,Roads,Broken Footpath,P3-Medium,0.51,2025-06-08T16:06:48,2025-06-24T17:06:48,Resolved,16,MCC Engineering Department,Er. Sukhwinder Kaur,4,30.747105,76.801772,Speed breaker installed
GRV-2025-00120,Waste Near Park issue in Sector 31,The area near Sector 31 Phase A park has become an illegal garbage dump point. Please take immediate action as the situation is worsening.,Mobile App,SEC-31,Garbage/Sanitation,Waste Near Park,P2-High,0.75,2026-02-04T11:46:52,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.710271,76.770992,
GRV-2025-00121,Flyover structure showing damage in Sector 38,Road divider near Sector 38 gurudwara is broken and poses a danger to motorists. Kindly look into this on priority.,WhatsApp,SEC-38,Roads,Flyover Damage,P2-High,0.75,2025-05-12T22:19:53,,In Progress,,MCC Engineering Department,Jagtar Singh,,30.75612,76.808857,
GRV-2025-00122,Stinky Garbage issue in Sector 40,No sweeping has been done in Sector 40 lane C for over a week. The area is filthy.,Walk-in,SEC-40,Garbage/Sanitation,Stinky Garbage,P4-Low,0.16,2025-09-26T09:48:22,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.744982,76.786625,
GRV-2025-00123,Smelly Toilet issue in Sector 43,The toilet seat and flush in the public toilet near Sector 43 Sector 27 Chowk are completely broken.,Voice Call,SEC-43,Public Toilet,Smelly Toilet,P3-Medium,0.35,2025-12-14T11:18:43,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.720045,76.807151,
GRV-2025-00124,Litter Near Market issue in Sector 17,The garbage collection vehicle has not come to Sector 17 for 15 days. Waste is piling up at the corner.,Web Portal,SEC-17,Garbage/Sanitation,Litter Near Market,P3-Medium,0.5,2025-12-13T15:44:42,,Pending,,MCC Public Health Department,Amarjit Kaur,,30.703758,76.770527,
GRV-2025-00125,Illegal Dumping issue in Sector 51,The area near Sector 51 Phase B park has become an illegal garbage dump point. This is causing public inconvenience.,Mobile App,SEC-51,Garbage/Sanitation,Illegal Dumping,P3-Medium,0.49,2025-08-13T12:49:46,2025-08-22T17:49:46,Resolved,9,MCC Public Health Department,Raju Kumar,3,30.754613,76.754958,Illegal dump cleared
GRV-2025-00126,No Traffic Police issue in Sector 45,"Auto-rickshaws are using the main market of Sector 45 as a stand, blocking through traffic.",Mobile App,SEC-45,Traffic,No Traffic Police,P2-High,0.67,2026-02-23T07:09:59,2026-02-26T17:09:59,Resolved,3,Traffic Police Chandigarh,Insp. Daljit Singh,4,30.750029,76.807451,Signal repaired
GRV-2025-00127,Litter Near Market issue in Sector 35,The area near Sector 35 Phase B park has become an illegal garbage dump point. Kindly look into this on priority.,Voice Call,SEC-35,Garbage/Sanitation,Litter Near Market,P4-Low,0.16,2025-06-30T17:14:56,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.717068,76.766551,
GRV-2025-00128,Sewage on Road issue in Sector 22,"The drain outside house 643, Sector 22 has been blocked for 9 days causing stagnant water.",Mobile App,SEC-22,Sewerage,Sewage on Road,P4-Low,0.28,2025-07-03T07:43:56,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.725675,76.813275,
GRV-2025-00129,Low Pressure issue in Sector 26,Residents of Sector 26 have been complaining about contaminated water for a week. This has been reported before but no action was taken.,Voice Call,SEC-26,Water Supply,Low Pressure,P3-Medium,0.37,2025-09-03T16:32:05,,Pending,,MCC Public Health Department,Raju Kumar,,30.775857,76.753392,
GRV-2025-00130,New Light Needed issue in Sector 36,"The light pole near rose garden, Sector 36 has rusted and is leaning dangerously. Please replace.",Mobile App,SEC-36,Streetlights,New Light Needed,P3-Medium,0.49,2025-04-29T20:45:21,,Escalated,,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,,30.703031,76.74586,
GRV-2025-00131,Flickering Light issue in Sector 52,New streetlights were promised for Sector 52 53 months ago but have not been installed yet.,Mobile App,SEC-52,Streetlights,Flickering Light,P3-Medium,0.38,2025-07-28T09:34:00,2025-08-02T21:34:00,Resolved,5,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,1,30.76786,76.768616,New LED light installed
GRV-2025-00132,Road signage missing at junction in Sector 12,"Near house number 408 in Sector 12, the footpath is broken and vehicles are using it as a parking space.",Web Portal,SEC-12,Roads,Road Signage Missing,P3-Medium,0.43,2025-05-11T18:50:51,2025-05-31T23:50:51,Resolved,20,MCC Engineering Department,Jagtar Singh,2,30.754183,76.813134,Speed breaker installed
GRV-2025-00133,Waterlogging on main road in Sector 2,Road divider near Sector 2 bus stop is broken and poses a danger to motorists. Multiple neighbors have also complained.,Voice Call,SEC-02,Roads,Waterlogging on Road,P3-Medium,0.49,2026-01-28T17:13:26,,Pending,,MCC Engineering Department,Er. Balvinder Singh,,30.77245,76.808117,
GRV-2025-00134,Toilet Locked issue in Sector 15,"No sweeper is assigned to the public toilet near sector park, Sector 15. Condition is pathetic.",Walk-in,SEC-15,Public Toilet,Toilet Locked,P2-High,0.57,2025-11-13T14:06:12,,Pending,,MCC Public Health Department,Paramjit Kaur,,30.758047,76.778975,
GRV-2025-00135,Bin Not Emptied issue in Sector 24,No sanitation worker has been assigned to our lane in Sector 24 for 5 days despite repeated calls to the helpline.,Mobile App,SEC-24,Garbage/Sanitation,Bin Not Emptied,P4-Low,0.1,2025-10-06T10:36:36,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.729159,76.765307,
GRV-2025-00136,Road surface cracked and uneven in Sector 15,The footpath/road at Sector 15 Sector 26 Chowk has been damaged. Senior citizens are finding it difficult to walk.,Web Portal,SEC-15,Roads,Cracked Road Surface,P4-Low,0.14,2025-07-27T15:31:35,2025-08-09T18:31:35,Resolved,13,MCC Engineering Department,Er. Harpreet Singh,4,30.767343,76.808697,Speed breaker installed
GRV-2025-00137,Garbage Dumped on Road issue in Dhanas,No sweeping has been done in Dhanas lane A for over a week. The area is filthy.,WhatsApp,DHN,Garbage/Sanitation,Garbage Dumped on Road,P1-Critical,0.84,2025-03-18T14:34:57,2025-03-22T01:34:57,Resolved,3,MCC Public Health Department,Amarjit Kaur,3,30.717865,76.801772,Dustbin replaced
GRV-2025-00138,No Light in Lane issue in Sector 14,New streetlights were promised for Sector 14 15 months ago but have not been installed yet.,Mobile App,SEC-14,Streetlights,No Light in Lane,P4-Low,0.05,2025-10-04T10:47:46,2025-11-10T16:47:46,Resolved,37,CPDL / Chandigarh Electricity Department,SDO Pankaj,3,30.739011,76.745029,Faulty bulb/tube replaced
GRV-2025-00139,Stray Animals Near School issue in Sector 18,Donkeys abandoned near Sector 18 Phase D are blocking the lane and eating household garbage.,Email,SEC-18,Stray Animals,Stray Animals Near School,P4-Low,0.29,2025-08-30T22:40:53,2025-09-24T10:40:53,Resolved,24,Social Welfare Department Chandigarh,Preeti Sharma,4,30.745613,76.770133,Cattle returned to owner
GRV-2025-00140,Extra Floor Built issue in Sector 24,The setback rule is being violated in the building at Sector 24 Phase D. No gap from road.,Mobile App,SEC-24,Building Violation,Extra Floor Built,P3-Medium,0.52,2025-03-03T10:28:10,2025-03-13T12:28:10,Resolved,10,MCC Town Planning Department,Gurpreet Sandhu,4,30.716921,76.754952,Building regularized
GRV-2025-00141,Water Tanker Not Coming issue in Sector 38,The water supply in Sector 38 Phase A area is completely disrupted. Over 8 families are affected.,WhatsApp,SEC-38,Water Supply,Water Tanker Not Coming,P3-Medium,0.45,2025-08-31T19:01:15,,In Progress,,MCC Public Health Department,Gurmail Singh,,30.703452,76.785879,
GRV-2025-00142,Factory Noise issue in Sector 14,Loud political gatherings near Sector 14 market during odd hours are causing noise pollution.,Voice Call,SEC-14,Noise Pollution,Factory Noise,P3-Medium,0.54,2025-06-18T21:55:30,2025-06-27T01:55:30,Resolved,8,Chandigarh Police,Insp. Balbir Singh,4,30.763569,76.805636,DJs served notice
GRV-2025-00143,"Broken footpath, risk to pedestrians in Sector 40",A serious Broken Footpath issue exists on the road connecting Sector 40 to the adjoining sector. Heavy traffic passes through here daily.,Mobile App,SEC-40,Roads,Broken Footpath,P3-Medium,0.4,2025-04-26T12:33:55,,Escalated,,MCC Engineering Department,Er. Balvinder Singh,,30.772747,76.794749,
GRV-2025-00144,Open Manhole issue in Sector 38,The manhole near Sector 38 market is open and is a serious danger to pedestrians and children.,Voice Call,SEC-38,Sewerage,Open Manhole,P3-Medium,0.43,2025-07-29T07:44:33,2025-08-14T11:44:33,Resolved,16,MCC Public Health Department,Gurmail Singh,4,30.730499,76.787124,Drainage unblocked using jet machine
GRV-2025-00145,Water Logging issue in Sector 11,The water coming from the tap in Sector 11 is muddy in color and has a foul smell. Not fit for drinking.,Email,SEC-11,Water Supply,Water Logging,P1-Critical,0.8,2025-10-25T06:36:33,2025-10-25T15:36:33,Resolved,0,MCC Public Health Department,Sandeep Verma,3,30.716433,76.804343,Water supply restored after valve repair
GRV-2025-00146,Burst Pipe issue in Sector 24,The water coming from the tap in Sector 24 is muddy in color and has a foul smell. Not fit for drinking.,WhatsApp,SEC-24,Water Supply,Burst Pipe,P2-High,0.62,2025-09-19T12:26:35,,Rejected,,MCC Public Health Department,Gurmail Singh,,30.762703,76.778597,
GRV-2025-00147,Heavy Vehicle in Residential issue in Sector 37,Traffic jam near Sector 37 Sector 42 Chowk every morning between 8-10 AM due to school buses and office traffic.,WhatsApp,SEC-37,Traffic,Heavy Vehicle in Residential,P3-Medium,0.5,2026-02-28T09:13:32,,Rejected,,Traffic Police Chandigarh,Traffic SI Harjot,,30.732045,76.767075,
GRV-2025-00148,Stinky Garbage issue in Sector 39,People have started dumping garbage on the road near Sector 39 Phase B as there is no proper bin.,Web Portal,SEC-39,Garbage/Sanitation,Stinky Garbage,P4-Low,0.08,2025-06-21T07:46:24,2025-07-23T17:46:24,Resolved,32,MCC Public Health Department,Gurmail Singh,4,30.756928,76.787798,Warning issued to dumper
GRV-2025-00149,Garbage Dumped on Road issue in Sector 40,Dead dog near Sector 40 Sector 16 Chowk has not been removed for 5 days. Spreading disease risk.,Mobile App,SEC-40,Garbage/Sanitation,Garbage Dumped on Road,P3-Medium,0.39,2025-10-04T11:05:17,2025-10-19T17:05:17,Resolved,15,MCC Public Health Department,Sandeep Verma,3,30.746886,76.781419,Warning issued to dumper
GRV-2025-00150,Illegal Extension issue in Sector 11,The setback rule is being violated in the building at Sector 11 Phase B. No gap from road.,Voice Call,SEC-11,Building Violation,Illegal Extension,P3-Medium,0.44,2025-06-09T19:32:06,2025-06-29T21:32:06,Resolved,20,MCC Town Planning Department,Rajdeep Kaur,3,30.775761,76.804235,Building regularized
GRV-2025-00151,Drainage Blockage issue in Timber Market,"The drain outside house 356, Timber Market has been blocked for 13 days causing stagnant water.",Mobile App,TMK,Sewerage,Drainage Blockage,P3-Medium,0.52,2026-01-06T21:07:16,,Escalated,,MCC Public Health Department,Amarjit Kaur,,30.705404,76.790693,
GRV-2025-00152,Water Pipe Leakage issue in Sector 43,"Our area Sector 43 gets water for only 30 minutes a day, which is not sufficient. Please look into this.",Web Portal,SEC-43,Water Supply,Water Pipe Leakage,P3-Medium,0.32,2025-09-15T16:04:35,2025-09-24T00:04:35,Resolved,8,MCC Public Health Department,Paramjit Kaur,3,30.771545,76.761526,Tanker dispatched
GRV-2025-00153,Transformer Fault issue in Sector 35,The transformer near dispensary in Sector 35 is sparking and making loud noise. Dangerous situation.,Mobile App,SEC-35,Electricity,Transformer Fault,P2-High,0.74,2025-04-27T08:43:42,2025-05-01T18:43:42,Resolved,4,CPDL / Chandigarh Electricity Department,Rajesh Pal,4,30.743318,76.743381,Power supply restored
GRV-2025-00154,Waste Near Park issue in Sector 24,"A large garbage dump has appeared near sector park, Sector 24. Dogs and stray animals are digging through it.",Mobile App,SEC-24,Garbage/Sanitation,Waste Near Park,P4-Low,0.23,2025-04-18T22:51:27,,In Progress,,MCC Public Health Department,Amarjit Kaur,,30.738266,76.783261,
GRV-2025-00155,Pig Nuisance issue in Sector 23,Donkeys abandoned near Sector 23 Phase D are blocking the lane and eating household garbage.,Email,SEC-23,Stray Animals,Pig Nuisance,P4-Low,0.11,2025-04-26T17:39:55,2025-05-19T20:39:55,Resolved,23,Social Welfare Department Chandigarh,Jagjit Singh,3,30.721553,76.816682,Area monitored by animal control
GRV-2025-00156,Change of Land Use issue in Sector 24,A heritage structure near Sector 24 is being modified without permission. Please inspect.,Web Portal,SEC-24,Building Violation,Change of Land Use,P4-Low,0.17,2026-03-12T13:52:06,2026-03-20T18:00:00,Resolved,24,MCC Town Planning Department,Manpreet Singh,3,30.730471,76.751667,Building regularized
GRV-2025-00157,Flickering Light issue in Sector 33,The streetlight near house 531 in Sector 33 is flickering and creating nuisance at night.,Voice Call,SEC-33,Streetlights,Flickering Light,P2-High,0.76,2025-03-19T09:44:10,2025-03-20T13:44:10,Resolved,1,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,3,30.750389,76.775988,Pole replaced
GRV-2025-00158,Waterlogging on main road in Sector 20,The footpath/road at Sector 20 Sector 28 Chowk has been damaged. Senior citizens are finding it difficult to walk.,Mobile App,SEC-20,Roads,Waterlogging on Road,P2-High,0.6,2025-09-10T11:49:18,2025-09-13T17:49:18,Resolved,3,MCC Engineering Department,Jagtar Singh,4,30.76198,76.775754,Speed breaker installed
GRV-2025-00159,Construction Noise issue in Sector 25,"A wedding venue near gurudwara, Sector 25 has been playing loud music daily for the past week.",Walk-in,SEC-25,Noise Pollution,Construction Noise,P3-Medium,0.34,2025-06-24T16:41:18,,Pending,,Chandigarh Police,ASI Gurpreet,,30.756835,76.788431,
GRV-2025-00160,Road surface cracked and uneven in Sector 21,The footpath/road at Sector 21 Sector 20 Chowk has been damaged. Senior citizens are finding it difficult to walk.,Walk-in,SEC-21,Roads,Cracked Road Surface,P1-Critical,0.93,2026-02-16T08:13:10,2026-02-19T10:13:10,Resolved,3,MCC Engineering Department,Er. Parveen Kumar,2,30.770295,76.783875,Repaired using hot-mix patching
GRV-2025-00161,No Water Supply issue in Sector 49,Residents of Sector 49 have been complaining about contaminated water for a week. Multiple neighbors have also complained.,Voice Call,SEC-49,Water Supply,No Water Supply,P4-Low,0.07,2025-06-03T10:08:33,2025-06-20T11:08:33,Resolved,17,MCC Public Health Department,Sandeep Verma,4,30.76883,76.766016,Water supply restored after valve repair
GRV-2025-00162,Waste Near Park issue in Sector 32,The area near Sector 32 market is littered with garbage every morning. Sweeper does not come regularly.,Mobile App,SEC-32,Garbage/Sanitation,Waste Near Park,P4-Low,0.19,2025-08-07T17:30:34,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.71817,76.747164,
GRV-2025-00163,No Light in Lane issue in Sector 24,There are no streetlights in the inner lane of Sector 24. Women feel unsafe walking there at night.,Mobile App,SEC-24,Streetlights,No Light in Lane,P3-Medium,0.54,2025-08-31T06:49:27,2025-09-12T16:49:27,Resolved,12,CPDL / Chandigarh Electricity Department,SDO Pankaj,4,30.743857,76.755086,Underground cable repaired
